185	54	61	61	4	4
186	54	61	61	4	4
187	54	61	61	4	4
188	54	61	61	5	4
189	53	62	61	5	5
190	53	62	61	5	5
191	53	62	61	5	5
192	53	62	61	5	5
193	53	62	61	6	5
194	53	62	61	6	6
199	53	62	61	7	7
200	53	62	61	7	7
201	53	62	61	7	7
202	53	62	61	7	7
203	54	62	61	2	2
204	54	62	61	2	2
205	54	62	61	2	2
206	54	62	61	2	2
207	54	62	61	3	2
208	54	62	61	3	3
209	54	62	61	3	3
210	54	62	61	3	3
211	54	62	61	3	3
212	54	62	61	4	3
213	54	62	61	4	4
214	54	62	61	4	4
215	54	62	61	4	4
216	54	62	61	4	4
217	54	62	61	5	4
218	53	62	62	5	5
219	53	62	62	5	5
220	53	62	62	5	5
221	53	62	62	5	5
222	53	62	62	6	5
223	53	62	62	6	6
224	53	62	62	6	6
228	53	62	62	7	7
229	53	62	62	7	7
230	53	62	62	7	7
231	53	62	62	7	7
232	54	62	62	2	2
233	54	62	62	2	2
234	54	62	62	2	2
235	54	62	62	2	2
236	54	62	62	3	2
237	54	62	62	3	3
238	54	62	62	3	3
239	54	62	62	3	3
240	54	62	62	4	4
241	54	62	62	4	4
242	54	62	62	4	4
243	54	62	62	4	4
244	54	62	62	4	4
245	54	62	62	4	4
246	54	62	62	5	4
250	53	62	62	5	4
251	53	62	62	5	5
252	53	62	62	5	5
253	53	62	62	5	5
254	53	62	62	5	5
255	53	62	62	6	5
256	53	62	62	6	6
257	53	62	62	6	6
258	53	62	62	6	6
259	53	62	62	6	6
260	53	62	62	7	6
262	53	62	62	7	7
263	53	62	62	7	7
264	53	62	62	7	7
265	54	62	62	2	2
266	54	62	62	2	2
267	54	62	62	2	2
268	54	62	62	2	2
269	54	62	62	3	2
270	54	62	62	3	3
271	54	62	62	3	3
272	54	62	62	3	3
273	54	62	62	3	3
274	54	62	62	4	3
275	54	62	62	4	4
276	54	62	62	4	4
277	54	62	62	4	4
278	54	62	62	4	4
279	54	62	62	5	4
280     53      62      62      4	4
281	53	62	62	4	4
282	53	62	62	5	4
283	53	62	62	5	5
284	53	62	62	5	5
285	53	62	62	5	5
286	53	62	62	5	5
287	53	62	62	6	5
288	53	62	62	6	6
289	53	62	62	6	6
290	53	62	62	6	6
291	53	62	62	6	6
292	53	62	62	7	6
293	53	62	62	7	7
295	53	63	62	7	7
296	53	63	62	7	7
297	54	63	62	2	2
298	54	63	62	2	2
299	54	63	62	2	2
300	54	63	62	2	2
301	54	63	62	3	2
302	54	63	62	3	3
306	54	63	62	4	3
307	54	63	62	4	4
308	54	63	62	4	4
309	54	63	62	4	4
310	54	63	62	4	4
311	54	63	62	5	4
312	53	63	63	4	4
313	53	63	63	4	4
314	53	63	63	4	4
315	53	63	63	4	4
316	53	63	63	5	5
317	53	63	63	5	5
318	53	63	63	5	5
319	53	63	63	5	5
320	53	63	63	6	5
321	53	63	63	6	6
322	53	63	63	6	6
323	53	63	63	6	6
324	53	63	63	6	6
325	53	63	63	7	6
326	53	63	63	7	7
327	53	63	63	7	7
328	53	63	63	7	7
329	53	63	63	7	7
330	54	63	63	2	2
331	54	63	63	2	2
332	54	63	63	2	2
333	54	63	63	2	2
334	54	63	63	3	2
335	54	63	63	3	3
341	54	63	63	4	4
342	54	63	63	4	4
343	54	63	63	4	4
344	54	63	63	5	4
345	53	63	63	4	4
346	53	63	63	4	4
347	53	63	63	4	4
348	53	63	63	4	4
349	53	63	63	5	4
350	53	63	63	5	5
351	53	63	63	5	5
352	53	63	63	5	5
353	53	63	63	5	5
354	53	63	63	6	5
355	53	63	63	6	6
356	53	63	63	6	6
357	53	63	63	6	6
358	53	63	63	6	6
359	53	63	63	7	6
360	53	63	63	7	7
361	53	63	63	7	7
362	53	63	63	7	7
363	53	63	63	7	7
364	54	63	63	2	2
365	54	63	63	2	2
366	54	63	63	2	2
367	54	63	63	2	2
368	54	63	63	3	2
369	54	63	63	3	3
376	54	63	63	4	4
377	54	63	63	4	4
378	54	63	63	5	4
379	53	63	63	4	4
380	53	63	63	4	4
381	53	63	63	4	4
382	53	63	63	4	4
383	53	63	63	5	4
384	53	63	63	5	5
385	53	63	63	5	5
386	53	63	63	5	5
387	53	63	63	5	5
388	53	63	63	6	5
389	53	63	63	6	6
390	53	63	63	6	6
391	53	63	63	6	6
392	53	63	63	6	6
393	53	63	63	7	6
394	53	63	63	7	7
395	53	63	63	7	7
396	53	63	63	7	7
397	53	63	63	7	7
398	54	63	63	2	2
399	54	63	63	2	2
400	54	63	63	2	2
401	54	63	63	2	2
402	54	63	63	3	2
403	54	63	63	3	3
416	53	64	63	4	5
417	53	64	63	4	4
418	53	64	63	4	4
419	53	64	63	4	4
420	53	64	63	4	4
421	53	64	63	5	4
431	53	64	63	7	6
432	53	64	63	7	7
433	53	64	63	7	7
434	53	64	63	7	7
435	53	64	63	7	7
436	54	64	63	2	2
437	54	64	63	2	2
438	54	64	63	2	2
439	54	64	63	2	2
440	54	64	63	3	2
441	54	64	63	3	3
451	53	64	64	3	2
452	53	64	64	3	3
453	53	64	64	3	3
454	53	64	64	3	3
455	53	64	64	3	3
456	53	64	64	4	3
457	53	64	64	4	4
458	53	64	64	4	4	
459	53	64	64	4	4
460	53	64	64	4	4
461	53	64	64	5	4
462	53	64	64	5	5
463	53	64	64	5	5
464	53	64	64	5	5
465	53	64	64	5	5
471	53	64	64	7	6
472	53	64	64	7	7
473	53	64	64	7	7
474	53	64	64	7	7
475	53	64	64	7	7
476	54	64	64	2	2
477	54	64	64	2	2
478	54	64	64	2	2
479	54	64	64	2	2
480	54	64	64	3	2
491	52	64	64	7	7
492	53	64	64	2	2
493	53	64	64	2	2
494	53	64	64	2	2
495	53	64	64	2	2
496	53	64	64	3	2
497	53	64	64	3	3
498	53	64	64	3	3
499	53	64	64	3	3
500	53	64	64	3	3
501	53	64	64	4	3
522	54	64	64	2	2
523	54	64	64	2	2
524	54	64	64	2	2
525	54	64	64	3	2
536	52	64	64	5	5
537	52	64	64	5	5
538	52	64	64	5	5
539	52	64	64	5	5
540	52	64	64	6	5
541	52	64	64	6	6
542	52	64	64	6	6
543	52	64	64	6	6
544	52	64	64	6	6
545	52	64	64	6	6
546	52	64	64	7	6
547	52	64	64	7	7
548	52	64	64	7	7
549	52	64	64	7	7
550	52	64	64	7	7
551	53	64	64	2	2
552	53	64	64	2	2
553	53	64	64	2	2
554	53	64	64	2	2
581	54	65	64	2	2
582	54	65	64	2	2
583	54	65	64	2	2
584	54	65	64	3	2
595	52	65	65	5	5
596	52	65	65	5	5
597	52	65	65	5	5
598	52	65	65	5	5
599	52	65	65	6	5
600	52	65	65	6	6
601	52	65	65	6	6
602	52	65	65	6	6
603	52	65	65	6	6
604	52	65	65	6	6
605	52	65	65	7	6
606	52	65	65	7	7
607	52	65	65	7	7
608	52	65	65	7	7
609	52	65	65	7	7
610	53	65	65	2	2
611	53	65	65	2	2
612	53	65	65	2	2
613	53	65	65	2	2
641	54	65	65	2	2
642	54	65	65	2	2
643	54	65	65	3	2
